oare_id,transliteration,translation,source,trans_processed,is_valid,issues
27241e71-4aa3-4a89-9235-991efc5022e6,u iš-tù ḫa-muš-tim ša a-šur-i-mì-tí ITU.KAM ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 GÍN KÙ.BABBAR ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim,Karšini and Al-ilī owe Ištar-lamassī 6 shekels silver and 20 ak-li.,annotated,u iš-tù ḫa-muš-tim ša a-šur-i-mì-tí [MONTH] ša sà-ra-tim li-mu-um a-šur-i-mì-tí 3 [SHEKEL] [SILVER] ṣí-ba-sú ù NINDA a-na ša-na-at ú-bu-lu-nim,False,['number_mismatch']
274cdd90-9166-41f8-b826-baeb7bc25784,[...] a-na ša-sú-ḫi-šu a-ma-kam a-we-lam iš-tí šé-ep-IŠTAR ší-ip-ri-ni li-sú-ḫa-am ú a-tù-nu lu e-mu-uq ší-ip-ri-ni,... for his extradition. Let him extradite the man there withour messenger Šēp-Ištar. And you must be the executive arm for our messenger.,rule_based,[[...]] a-na ša-sú-ḫi-šu a-ma-kam a-we-lam iš-tí šé-ep-IŠTAR ší-ip-ri-ni li-sú-ḫa-am ú a-tù-nu lu e-mu-uq ší-ip-ri-ni,True,[]
275225f2-d62c-4d25-ba78-68192ee1d056,[...] x x ki KÙ.BABBAR a-na ší-a-ma-tim ša-lim-a-šur i-dí-šum IGI en-na-sú-in DUMU i-ku-a-a IGI sà-li-a DUMU i-dí-a-šur IGI SIG₅-pí-a-šur IGI a-šur-na-da DUMU en-nam-a-šur,"... Šalim-Aššur gave him the silver for purchases. Witnessed by Enna-Suen son of Ikuwaya, by Salliya son of Iddin-Aššur, by Damiq-pī-Aššur, by Aššur-nādā son of Ennam-Aššur. ",rule_based,[[...]] [?] [?] ki [SILVER] a-na ší-a-ma-tim ša-lim-a-šur i-dí-šum [WITNESS] en-na-sú-in [SON] i-ku-a-a [WITNESS] sà-li-a [SON] i-dí-a-šur [WITNESS] SIG₅-pí-a-šur [WITNESS] a-šur-na-da [SON] en-nam-a-šur,True,[]
277b9f27-719e-42f6-afdd-cdf74fc2310f,a-na ir-ma-a-šur qí-bí-ma um-ma en-um-a-šur-ma i-nu-mì i-na ḫu-ra-ma na-áš-pè-er-tám a-dí TÚG.ḪI.A tù-lá-pì-ta-ni e-lá 2.25 GÍN KÙ.BABBAR ša-ni-tám lá ta-dí-na-ni um-ma a-na-ku-ma gám-ra-am ša ḫa-ra-nim a qá-tí-a dí-na-am um-ma a-ta-ma a-dí TÚG.ḪI.A ta-ša-lá-ḫa-ni ù a-na-ku a-lá-ak-ma iš-tù ḫa-ḫi-im 0.5 ma-na 1 ma-na ù 2 ma-na a gám-ri-kà ú-šé-bí-lá-kum ù a-dí ma-lá ù ší-ni-šu a-na ḫa-ḫi-im áš-pu-ra-ku-ma a-ta mì-ma lá tù-uš-té-bi-lam i-nu-mì ta-tal-ku lá tí-dí-e ki-ma ḫa-ra-na-tum sà-ḫu-a-ni ù É.GAL-lu da-nu-ni a-dí a-wa-tum iz-ku-a-ni ITU.8.KAM i-na li-bi ma-tim as-ḫu-ur TÚG.ḪI-tù i-na a-lá-ni a-šar ib-ší-ú-ni a-lik-ma TÚG.ḪI.A ú-šé-ṣí-a-ma a-na-aḫ-ma TÚG.ḪI.A a-ṣé-er ša-zu-za-tí-kà a-na wa-aḫ-šu-ša-na ú-šé-ri-ib-ma 3 TÚG.ḪI.A a gám-ri-im i-gi₅-im-ru TÚG.ḪI.A sà-sà-am lá-áp-tù-ma ša-am-ru-ṣú nu-uk-ta-na-lá-ma ší-mu-um lá i-ba-ší pì-lá-aḫ-IŠTAR a-ma-kam lá ,"Say to Ir'am-Aššur, thus Ennam-Aššur: When in hurama you wrote for me a document concerning the textiles, apart from the 2 1 / 4 shekels of silver that you had given me, I told you: 'Give me cash the travel expenses', but you answered me: 'Only when you salvage the textiles I will go and send you from hahhum 0.5, 1 or 2 minas (of silver) for your expenses'. Then I wrote a few times to you in hahhum, but you did not send me anything. Did you not know that when you had left the roads were in turmoil and the palaces were headstrong? Until the matter was cleared I had to stay 8 months in the interior. I went to where the textiles were, in the villages, and I got the textiles out and with great effort I brought the textiles into Wahšušana to your representatives. Three textiles were spent for expenses. The textiles are affected by moth and in bad condition. We repeatedly offered them for sale, but there were no buyers. Did Pilah-Ištar not tell you there that moths have spoiled them and that one offers a bad price for them? Ten textiles have now been sold for 2.5 [minas of silver. Your representatives sealed the silver and it is here. While you instructed me in hurama as follows: 'If your sister goes to the City, give the silver, the price the textiles yielded, to her and let her come here', since a severe cold reigns here [it is not feasible for her to go and therefore I did not yield the sil[ver to her. It is up to you there what to do. I sent [you 2 minas 57 shekels of silver with Šu-Suen from hattum, thinking: 'He is my father, he will go and bring tin up for me from the City so that I obtain at least some silver and also [can pay silver to my creditor and send (what I owe) on the basis of my tablet.' But you, you said: 'Your sister needed silver and I have given it to her on the [basis of your tablet'. Later, when you were about to set out on [a journey, you said: 'Give me every single shekel of silver you have then I will buy for you tin, 10 minas, so [that you can obtain silver and gather courage'. But instead of encouraging me, (for) the 1 mina 14 shekels of silver - its [excise added, its transport fee paid - and in addition 0.5 mina of silver, temple funds of Aššur - its excise added, its [transport fee paid - that I gave you in the presence of Azutaya and Idi-bāni to make purchases with, until this very [day you have not sent me the tin bought [with my silver! I thought: 'You are my father, my boss, purchase for me tin, 10 minas, and send it me'. Please, my father, my boss, send what was bought with the silver I gave you, its tin. Enable me to face Aššur!""""",rule_based,a-na ir-ma-a-šur qí-bí-ma um-ma en-um-a-šur-ma i-nu-mì i-na ḫu-ra-ma na-áš-pè-er-tám a-dí [TEXTILE].ḪI.A tù-lá-pì-ta-ni e-lá 2.25 [SHEKEL] [SILVER] ša-ni-tám lá ta-dí-na-ni um-ma a-na-ku-ma gám-ra-am ša ḫa-ra-nim a qá-tí-a dí-na-am um-ma a-ta-ma a-dí [TEXTILE].ḪI.A ta-ša-lá-ḫa-ni ù a-na-ku a-lá-ak-ma iš-tù ḫa-ḫi-im ½ ma-na 1 ma-na ù 2 ma-na a gám-ri-kà ú-šé-bí-lá-kum ù a-dí ma-lá ù ší-ni-šu a-na ḫa-ḫi-im áš-pu-ra-ku-ma a-ta mì-ma lá tù-uš-té-bi-lam i-nu-mì ta-tal-ku lá tí-dí-e ki-ma ḫa-ra-na-tum sà-ḫu-a-ni ù [HOUSE].GAL-lu da-nu-ni a-dí a-wa-tum iz-ku-a-ni [MONTH].8.KAM i-na li-bi ma-tim as-ḫu-ur [TEXTILE].ḪI-tù i-na a-lá-ni a-šar ib-ší-ú-ni a-lik-ma [TEXTILE].ḪI.A ú-šé-ṣí-a-ma a-na-aḫ-ma [TEXTILE].ḪI.A a-ṣé-er ša-zu-za-tí-kà a-na wa-aḫ-šu-ša-na ú-šé-ri-ib-ma 3 [TEXTILE].ḪI.A a gám-ri-im i-gi₅-im-ru [TEXTILE].ḪI.A sà-sà-am lá-áp-tù-ma ša-am-ru-ṣú nu-uk-ta-na-lá-ma ší-mu-um lá i-ba-ší pì-lá-aḫ-IŠTAR a-ma-kam lá,True,[]
27889532-88ca-42b0-bb96-846145ab6ca0,en-nam-a-šùr a-na a-šùr-DU₁₀ iṣ-ba-at-ni-a-tí-ma um-ma en-nam-a-šùr-ma a-na a-šùr-DU₁₀-ma a-na a-i-tim ta-ša-a-lá-ni ù sí-ki tù-kà-al lu a-bi ḫa-bu-lá-ku-um lu a-na-ku ḫa-bu-lá-ku-um lu ṭup-pí ḫa-ar-ma-am tù-kà-al ší-bi-kà ri-id-a-ma IGI a-ni-ú-tí-ma lu-ša-bi-kà um-ma a-šùr-DU₁₀-ma 1 GÚ KÙ.BABBAR ḫa-bu-lá-tí ma-aṣ-a-ku ú-kà-al-kà um-ma en-nam-a-šur-ma ša ni-iš a-lim(ki) ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ša lá ḫa-bu-lá-ak-šu-ni-ma sí-ki ú-kà-lu a-na a-wa-tim a-ni-a-tim kà-ru-um ḫu-ra-ma i-dí-ni-a-tí-ma IGI GÍR ša a-šur ší-bu-tí-ni ni-dí-in IGI a-šur-e-nam DUMU lá-qé-pí-im IGI šu-IŠTAR DUMU a-šur-i-mì-tí DUMU e-ta-a,"Ennam-Aššur seized us against Aššur-ṭāb, and Ennam-Aššur said to Aššur-ṭāb: For what do you question me and detain me? If either my father owes you anything, or if I owe you anything, or if you have in your possession a tablet certified by me, then bring forth your witnesses and let me satisfy you with these men as witnesses!"" Aššur-ṭāb answered: ""You owe me 1 talent of silver. I take responsibility for holding you."" Ennam-Aššur said: ""Do keep in mind what was sworn by the City and the king - that he detains me although I do not owe him anything!"" The hurama colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Aššur-ennam son of Lā-qēp, by Ša-Ištar son of Aššur-immittī, (grand)son of Etaya.""",rule_based,en-nam-a-šùr a-na a-šùr-DU₁₀ iṣ-ba-at-ni-a-tí-ma um-ma en-nam-a-šùr-ma a-na a-šùr-DU₁₀-ma a-na a-i-tim ta-ša-a-lá-ni ù sí-ki tù-kà-al lu a-bi ḫa-bu-lá-ku-um lu a-na-ku ḫa-bu-lá-ku-um lu ṭup-pí ḫa-ar-ma-am tù-kà-al ší-bi-kà ri-id-a-ma [WITNESS] a-ni-ú-tí-ma lu-ša-bi-kà um-ma a-šùr-DU₁₀-ma 1 [TALENT] [SILVER] ḫa-bu-lá-tí ma-aṣ-a-ku ú-kà-al-kà um-ma en-nam-a-šur-ma ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ša lá ḫa-bu-lá-ak-šu-ni-ma sí-ki ú-kà-lu a-na a-wa-tim a-ni-a-tim kà-ru-um ḫu-ra-ma i-dí-ni-a-tí-ma [WITNESS] GÍR ša a-šur ší-bu-tí-ni ni-dí-in [WITNESS] a-šur-e-nam [SON] lá-qé-pí-im [WITNESS] šu-IŠTAR [SON] a-šur-i-mì-tí [SON] e-ta-a,True,[]
27a814ba-f860-4468-8986-16e7ba2faaaa,2 TÚG ša DAM.MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,Two textiles of the wife,rule_based,2 [TEXTILE] ša [WIFE].MÍ kur-ub-IŠTAR a-na a-šur-ma-lik a-dí-in,False,['number_mismatch']
27a8213d-917b-4e57-8cde-fda9324db273,a-ḫu-a-tù-nu ú-ṭù-tám lu tù-pá-qí-dá nu-dí-ma a-lá-nu-ma lá tù-pá-ra-dá-šu ṣú-ba-sà-a ù ší-it-ar-ša-a eṭ-ra-šu a-na DUMU a-šùr ù a-na DUMU kà-né-eš lá ta-dá-na-šu a-na ta-al-ḫa-tim dí-na-šu ú a-ša-ar ta-dá-na-ni um-ma a-tù-nu-ma a-na ma-at kà-né-eš a-wi-il₅-tám lá tù-ta-ra-nim,"Please, my brothers, you must  (her?) with barley... ... ... ... ... ... and from there(?) you must not scare her!. Deprive her of her garment and her head-dress. You must not sell her! to an Assyrian or to a citizen of Kanesh. Sell her! to a man from Talhat and where you sell (her) you must say: 'Do not bring the woman back to the land of Kanesh!' """"",rule_based,a-ḫu-a-tù-nu ú-ṭù-tám lu tù-pá-qí-dá nu-dí-ma a-lá-nu-ma lá tù-pá-ra-dá-šu ṣú-ba-sà-a ù ší-it-ar-ša-a eṭ-ra-šu a-na [SON] a-šùr ù a-na [SON] kà-né-eš lá ta-dá-na-šu a-na ta-al-ḫa-tim dí-na-šu ú a-ša-ar ta-dá-na-ni um-ma a-tù-nu-ma a-na ma-at kà-né-eš a-wi-il₅-tám lá tù-ta-ra-nim,False,['sumerogram_untranslated']
27d633a4-8814-4400-ac0a-11e66f1d8717,[...] … mu-ut a-bi-a en-na-a-šur … … ša-zu-úz-tí a-ba-e-ší-na ú-lá … 1 xx id-du-ni šu ma li-ba-am a-na a-we-li i-dí-nu-ni a-tù-nu ú-lá mu-ut a-bi₄-a ú-lá šu-lu-um-ku-nu ta-áš-pu-ra-ni-ma li-ba-am ta-dí-na-nim a-na-ku a-na-kam iš-tí DAM.GÀR … [...] … ma-lá ku-nu-tí …-a-am i-šu,"... the death of my father has Ennam-Aššur ... the representatives of their (fem.) fathers did not ... that they did encourage the men. As for you (plur.), you did not write either about my father's death or send me your greetings to encourage me. While I here with the merchant ... as much as for you ... he has ...",rule_based,[[...]] [...] mu-ut a-bi-a en-na-a-šur [...] [...] ša-zu-úz-tí a-ba-e-ší-na ú-lá [...] 1 xx id-du-ni šu ma li-ba-am a-na a-we-li i-dí-nu-ni a-tù-nu ú-lá mu-ut a-bi₄-a ú-lá šu-lu-um-ku-nu ta-áš-pu-ra-ni-ma li-ba-am ta-dí-na-nim a-na-ku a-na-kam iš-tí [WIFE].GÀR [...] [[...]] [...] ma-lá ku-nu-tí [...]-a-am i-šu,False,['number_mismatch']
287903a9-65af-4941-b32d-39233990bb46,1 ma-na KÙ.BABBAR iš-tù a-lim(ki) i-na e-lá-i-šu a-na IŠTAR-lá-ma-sí ù a-lá-ḫi-im SIG₅-pì-i-a-šùr DUMU IR-ad-ì-lí-šu i-ša-qal IGI a-dí-da IGI a-šùr-ba-ni IGI be-lúm-ba-ni,"Damiq-pī-Aššur son of Warad-ilīšu will pay 1 mina of silver to Ištar-lamassī and Ali-ahum when he comes up from the City. Witnessed by Adida, by Aššur-bāni, by Bēlum-bāni.",rule_based,1 ma-na [SILVER] iš-tù a-lim{ki} i-na e-lá-i-šu a-na IŠTAR-lá-ma-sí ù a-lá-ḫi-im SIG₅-pì-i-a-šùr [SON] IR-ad-ì-lí-šu i-ša-qal [WITNESS] a-dí-da [WITNESS] a-šùr-ba-ni [WITNESS] be-lúm-ba-ni,True,[]
2894e7be-e43f-476e-a245-b05d38136204,um-ma i-tur₄-DINGIR-ma a-na en-um-a-šur qí-bi₄-ma a-na ú-ùḫ-šu-ša-na tí-ir-ta-kà li-li-ik-ma ší-im 30 TÚG i-a-ú-tim li-iš-lu-ṭù-ma lu-šé-bi₄-lu-ni-kum ší-im 1 (TÚG)a-bar-ni-im ša DUMU a-lu-x-nim li-iš-lu-ṭù-ma lu-šé-bu-lu-ni-kum ú ší-im (TÚG)ṣú-ba-tí ša a-lá-ḫi-im ú e-na-nim li-iš-lu-ṭù-ma lu-šé-bi₄-lu-ni-kum,"From Itūr-ilī to Ennam-Aššur: Send word to Wahšušana that they should take control of the proceeds from my 30 textiles and send it to you. They should take control of the proceeds from 1 Abarnian textile belonging to Alu...num's son and send it to you. Also, they should take control of the proceeds from the textiles belonging to Ali-ahum and Ennānum and send it to you.",rule_based,um-ma i-tur₄-DINGIR-ma a-na en-um-a-šur qí-bi₄-ma a-na ú-ùḫ-šu-ša-na tí-ir-ta-kà li-li-ik-ma ší-im 30 [TEXTILE] i-a-ú-tim li-iš-lu-ṭù-ma lu-šé-bi₄-lu-ni-kum ší-im 1 ([TEXTILE])a-bar-ni-im ša [SON] a-lu-[?]-nim li-iš-lu-ṭù-ma lu-šé-bu-lu-ni-kum ú ší-im ([TEXTILE])ṣú-ba-tí ša a-lá-ḫi-im ú e-na-nim li-iš-lu-ṭù-ma lu-šé-bi₄-lu-ni-kum,True,[]
28aac206-a9c7-45c6-ba6a-d47d4f8ef737,ra-bi-ṣú-um ša šál-ma-a-šùr ma-ma-ḫi-ir iš-al um-ma ra-bi-ṣú-um-ma i-na dí-in a-lim(ki) ḫu-sà-ru-um ša šál-ma-a-šùr ša i-na a-lim(ki) i-ší-ik-nu lu um-me-a-nu šál-ma-a-šùr iṣ-bu-tù-ú lu a-na ḫu-bu-ul me-er-e šál-ma-a-šùr il₅-qé-ú lu KÙ.BABBAR lu ḫu-sà-ru-ú ú-ta-ru-ú ša lá ú-ta-e-ru-ú i-ša-ri-iq-šu-um šál-ma-a-šùr i bu-ul-ṭí-šu ḫu-sà-ra-am a-na ší-a-ma-tim i-dí-na-kum lu ḫu-sà-ra-am dí-nam lu KÙ.BABBAR ší-im ḫu-sà-ri-im dí-na-ma a-na a-lim(ki) lu-bi-il₅ lá tù-ni-ḫi ra-bi-ṣa-am i-a-tí ša ni-iš a-lim(ki) ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ú-ni-ḫi-ni ḫu-sà-ra-am lu ší-im ḫu-sà-ri-im ta-da-nam lá i-mu-ú lá ri-ig-ma-tum ší-bu-tum IGI šu-IŠTAR DUMU e-ra-dí IGI ú-gi-e-x DUMU e-na-ma-a-šùr,"Šalim-Aššur's attorney questioned Man-mahir. The attorney said: According to a verdict of the City the lapis lazuli of Šalim-Aššur that was deposited in the City - whether investors of Šalim-Aššur have seized it or have taken it to cover the debts of Šalim-Aššur's sons, they must return both silver and lapis lazuli. He who does not return it will have it taken away by force. When Šalim-Aššur was alive he gave you lapis lazuli for purchases. Either give me the lapis lazuli or give me the price in silver of the lapis lazuli, so I may bring it to the City. Do not create difficulties for me, the attorney! I shall indeed remember what was sworn by an oath by the City and the king - that he has obstructed me. He refused to give either the lapis lazuli or the price of the lapis."" This is not a formal court case, only a witnessed statement. Witnessed by Šu-Ištar son of Erradi, by Ugi... son of Ennam-Aššur.""",rule_based,ra-bi-ṣú-um ša šál-ma-a-šùr ma-ma-ḫi-ir iš-al um-ma ra-bi-ṣú-um-ma i-na dí-in a-lim{ki} ḫu-sà-ru-um ša šál-ma-a-šùr ša i-na a-lim{ki} i-ší-ik-nu lu um-me-a-nu šál-ma-a-šùr iṣ-bu-tù-ú lu a-na ḫu-bu-ul me-er-e šál-ma-a-šùr il₅-qé-ú lu [SILVER] lu ḫu-sà-ru-ú ú-ta-ru-ú ša lá ú-ta-e-ru-ú i-ša-ri-iq-šu-um šál-ma-a-šùr i bu-ul-ṭí-šu ḫu-sà-ra-am a-na ší-a-ma-tim i-dí-na-kum lu ḫu-sà-ra-am dí-nam lu [SILVER] ší-im ḫu-sà-ri-im dí-na-ma a-na a-lim{ki} lu-bi-il₅ lá tù-ni-ḫi ra-bi-ṣa-am i-a-tí ša ni-iš a-lim{ki} ú ru-ba-im ta-mu-ú lu ú-kà-al ki-ma ú-ni-ḫi-ni ḫu-sà-ra-am lu ší-im ḫu-sà-ri-im ta-da-nam lá i-mu-ú lá ri-ig-ma-tum ší-bu-tum [WITNESS] šu-IŠTAR [SON] e-ra-dí [WITNESS] ú-gi-e-[?] [SON] e-na-ma-a-šùr,True,[]
28c7d935-1d34-4e23-b3cf-ab4e31742856,1 ma-na KÙ.BABBAR ṣa-ru-pá-am ša en-nam-a-šùr DUMU kà-ri-a en-nam-a-šùr DUMU šu-(d)EN.LÍL il₅-qé šu-ma en-nam-a-šùr DUMU kà-ri-a a-na a-šùr-DU₁₀ i-tù-ar en-nam-a-šùr DUMU šu-(d)EN.LÍL ú-ba-áb-šu iš-tù ḫa-mu-uš-tim ša PUZUR₄.IŠTAR DUMU šu-lá-áb-ra-at ITU.KAM ḫu-bu-ur li-mì-im a-lá-ḫi-im KÙ.BABBAR il₅-qé,"Ennam-Aššur son of Šu-Illil received 1 mina of refined silver belonging to Ennam-Aššur son of Karriya. If Ennam-Aššur son of Karriya raises claim against Aššur-ṭāb, Ennam-Aššur son of Šu-Illil will clear him. In the week of Puzur-Ištar son of Šu-Ilabrat, month hubur, eponymy Ali-ahum, he received the silver.",rule_based,1 ma-na [SILVER] ṣa-ru-pá-am ša en-nam-a-šùr [SON] kà-ri-a en-nam-a-šùr [SON] šu-{d}EN.LÍL il₅-qé šu-ma en-nam-a-šùr [SON] kà-ri-a a-na a-šùr-DU₁₀ i-tù-ar en-nam-a-šùr [SON] šu-{d}EN.LÍL ú-ba-áb-šu iš-tù ḫa-mu-uš-tim ša PUZUR₄.IŠTAR [SON] šu-lá-áb-ra-at [MONTH] ḫu-bu-ur li-mì-im a-lá-ḫi-im [SILVER] il₅-qé,True,[]
28d4a4b2-f9df-4d3a-9fba-73dc2ed357df,a-na a-mur-(d)UTU a-šùr-DU₁₀ ù lá-qé-pí-im qí-bi-ma um-ma en-um-a-šùr-ma 20 2 GÚ SÍG.ḪI.A ku-nu-ki-a 94 maš-ki 10 ANŠE.ḪI.A ṣa-lá-mì ú ú-nu-sú-nu mì-ma a-nim ša-lim-ar-dí ù šé-ep-IŠTAR i-ra-dí-ú-ni-ku-nu-tí a-ma-kam ša-áp-tám ú maš-ki i ḫu-ur-ší-im pí-iḫ-a-ma ṣú-ḫa-ri ṭù-ur-da-nim bé-tám e-li-am ku-nu-ki-a pé-té-a-ma i-na ta-ma-lá-ki-im 0.5 ma-na KÙ.BABBAR a-mu-ra-am ú 1 ma-na URUDU SIG₅ ku-un-kà-ma ú 1 (TÚG)tí-sà-ba-am SIG₅ ú-tù-ur-tám ša a-na li-tab-ší-a a-šùr-DU₁₀ iq-bi-a-ni a-na ší-mì-šu a-šùr-DU₁₀ li-dí-na-ku-nu-tí-ma iš-tí KÙ.BABBAR a-na ṣú-ḫa-ri dí-na-ma lu-ub-lu-nim ú-ma-kál lá i-bi-tù ú du-ug-li uṣ-ra-šu-nu-tí bi-tám i-na ku-nu-ki-ku-nu ku-un-kà,"To Amur-Šamaš, Aššur-ṭāb and Lā-qēp from Ennam-Aššur: 22 talents of wool under my seal, 94 fleeces, 10 black donkeys and their harness - all this Šalim-wardī and Šēp-Ištar lead to you. Lock the wool and the hides in the store room there and send me the servants. Open the upper storey sealed by me, and seal in the -container 0.5 mina of checked silver and 1 mina of good copper; also, Aššur-ṭāb should give you for sale 1 -textile of extra-fine quality which he promised me for my clothing, and then give it together with the silver to the servants so they may bring it. They should not rest a single night. Also, as to the -implements, guard them. Seal the house with your own seals. ",rule_based,a-na a-mur-{d}UTU a-šùr-DU₁₀ ù lá-qé-pí-im qí-bi-ma um-ma en-um-a-šùr-ma 20 2 [TALENT] [WOOL] ku-nu-ki-a 94 maš-ki 10 [DONKEY].ḪI.A ṣa-lá-mì ú ú-nu-sú-nu mì-ma a-nim ša-lim-ar-dí ù šé-ep-IŠTAR i-ra-dí-ú-ni-ku-nu-tí a-ma-kam ša-áp-tám ú maš-ki i ḫu-ur-ší-im pí-iḫ-a-ma ṣú-ḫa-ri ṭù-ur-da-nim bé-tám e-li-am ku-nu-ki-a pé-té-a-ma i-na ta-ma-lá-ki-im ½ ma-na [SILVER] a-mu-ra-am ú 1 ma-na [COPPER] SIG₅ ku-un-kà-ma ú 1 ([TEXTILE])tí-sà-ba-am SIG₅ ú-tù-ur-tám ša a-na li-tab-ší-a a-šùr-DU₁₀ iq-bi-a-ni a-na ší-mì-šu a-šùr-DU₁₀ li-dí-na-ku-nu-tí-ma iš-tí [SILVER] a-na ṣú-ḫa-ri dí-na-ma lu-ub-lu-nim ú-ma-kál lá i-bi-tù ú du-ug-li uṣ-ra-šu-nu-tí bi-tám i-na ku-nu-ki-ku-nu ku-un-kà,True,[]
28ee69cf-a620-42c7-a976-4e0bbf43b988,i-na 5 GÚ 15 ma-na SÍG.ḪI.A ša šé-ep-IŠTAR ù ša-lim-wa-ar-dí a-na a-lá-ni ub-lu-ni ŠÀ.BA 1 GÚ 1.3333300000000001 ma-na URUDU SIG₅ 32.5 ma-na URUDU lá-mu-num ù 45 ma-na … [...],"Of the 5 talents 15 minas of wool that Šēp-Ištar and Šalim-wardī brought to the villages -thereof 1 talent 1.3333 mina of good copper, 32.5 minas of bad copper and 45 minas ...",rule_based,i-na 5 [TALENT] 15 ma-na [WOOL] ša šé-ep-IŠTAR ù ša-lim-wa-ar-dí a-na a-lá-ni ub-lu-ni ŠÀ.BA 1 [TALENT] 1.3333300000000001 ma-na [COPPER] SIG₅ 32.5 ma-na [COPPER] lá-mu-num ù 45 ma-na [...] [[...]],True,[]
291021aa-1f86-4b36-b6cd-da44ba5baea8,a-na ni-ni ú i-lá-áb-ra-at-ba-ni,To Nini and Ilabrat-bāni;,rule_based,a-na ni-ni ú i-lá-áb-ra-at-ba-ni,True,[]
291021aa-1f86-4b36-b6cd-da44ba5baea8,KIŠIB ku-ni-lá a-pu-tum a-na a-wa-at ṭup-pì-im iḫ-da,seal of Kunila. Urgent! Pay attention to the words of the letter.,rule_based,[SEAL] ku-ni-lá a-pu-tum a-na a-wa-at ṭup-pì-im iḫ-da,True,[]
297ed294-0d9d-4095-a99d-141e86a982b6,a-na lu-lu ù en-um-a-šur qí-bi-ma a-na lu-lu qí-bi-ma … … x ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú IGI tù-ra-am-ì-lí ù šu-IŠTAR a-na ší-a-ma-tim i-nu-mì a-na a-lim(ki) ta-li-ku a-dí-na-kum a-ḫi a-ta šu-ma AN.NA ú-lá TÚG.ḪI.A tù-šé-li-am a-na en-um-a-šur dí-in-ma ku-un-kà-ma šé-bi-lá-nim a-ḫa-ma 6 GÍN KÙ.BABBAR-pí iš-tí en-um-a-šur tal-qé x x ša KÙ.BABBAR šu-a-tí x x x-šu a pá-ni x x x šé-bi₄-lá-nim,"To Lulu and Ennam-Aššur; specifically to Lulu from ... I gave you x minas of refined silver, its import duty added, its transport tariff paid for, with Tūram-ilī and Šu-Ištar as witnesses, for purchases when you went to the City. My dear brother, if you have brought up tin or textiles, give them to Ennam-Aššur, seal them and send them to me. Further, you received 6 shekels of silver from Ennam-Aššur. ... of this silver ... before ... send it to me.",rule_based,a-na lu-lu ù en-um-a-šur qí-bi-ma a-na lu-lu qí-bi-ma [...] [...] [?] ma-na [SILVER] ṣa-ru-pá-am ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu-ú [WITNESS] tù-ra-am-ì-lí ù šu-IŠTAR a-na ší-a-ma-tim i-nu-mì a-na a-lim{ki} ta-li-ku a-dí-na-kum a-ḫi a-ta šu-ma [TIN] ú-lá [TEXTILE].ḪI.A tù-šé-li-am a-na en-um-a-šur dí-in-ma ku-un-kà-ma šé-bi-lá-nim a-ḫa-ma 6 [SHEKEL] [SILVER]-pí iš-tí en-um-a-šur tal-qé [?] [?] ša [SILVER] šu-a-tí [?] [?] [?]-šu a pá-ni [?] [?] [?] šé-bi₄-lá-nim,True,[]
