oare_id,src,tgt
01cdba65-cee2-4988-b0ee-02dad64dbb5f,2 pi-ri-ka-ni-e su-ku-tum 2 pi-ri-ka-ni-e en-na-su-in 2 pi-ri-ka-ni u si-it-ru-um sa a-ki-di-e 0.5 GIN KU.BABBAR i li-be-e ha-nu-u 1 pi-ri-ka-num 1 sa za-al-pa-a ni-ib-ra-ru-um a-zu-u u DINGIR-as-ra-ni a-se-er a-mur-ISTAR ub-lu-u mi-ma pi-ri-ka-ni-e a-ni-u-tim a-na ta-ad-mi-iq-tim ISTAR-la-ma-si ta-ta-di-in,"2 pirikannus: Šukkutum; 2 pirikannus: Enna-Suen; 2 pirikannus and an Akkadian undergarment, (and) 0.5 shekel silver owed by Hanu; 1 pirikannu, 1 from Zalpe, a nibrāru, Azu and Ilī-ašrannī brought to Amur-Ištar. All these pirikannus Ištar-lamassī has given as free loans."
020aa8bd-69a4-43a9-8120-efd9e587bb1c,i-ku-pi-a u en-um-a-sur is-bu-tu-ni-a-ti-ma um-ma i-ku-pi-a-ma a-na en-um-a-sur-ma 5 GU URUDU ma-si-am sa-bu-ra-am hu-ub-lam-ma PUZUR4-(d)UTU li-pu-ul-ka 5 GU URUDU ma-si-am sa-bu-ra-am en-um-a-sur a-na i-ku-pi-a ih-bu-ul-ma PUZUR4-(d)UTU en-um-a-sur e-pu-ul um-ma PUZUR4-(d)UTU-ma a-na 15 u4-me-e 5 GU URUDU-a-ka a-na-ku a-sa-qa-la-ku-um um-ma en-um-a-sur-ma su-ma-ba i-na 15 u4-me-e u4-mu-u mi-ma e-ta-at-qu um-ma i-ku-pi-a-ma 5 GU URUDU-a-ka ma-si-am sa-bu-ra-am PUZUR4-(d)UTU li-is-qu-la-kum a-na si-ib-tim ma-la u4-mu e-ti-qu-ni-ni i-a-ti URUDU a-nim a-na 4 u4-me DINGIR i-sa-hi-it-ma ha-mus-tum sa (d)IM-su-lu-li <unk> <unk> - <unk> ITU.KAM ku-zal-li li-mu-um si-lu-lu um-ma i-ku-pi-a-ma a-na en-um-a-sur-ma i-nu-mi a-na pu-ru-us-ha-dim te-ra-ba-ni u a-ta sa KU.BABBAR 1 ma-na u 2 ma-na a-na-ah-ta-ka ta-la-qe-ma u a-na-ku la-ag-mi-il5-ka a-na a-wa-tim a-ni-a-tim ka-ru-um wa-ah-su-sa-na i-di-ni-a-ti-ma IGI GIR sa a-su,"Ikūn-pīya and Ennam-Aššur seized us, and Ikūn-pīya said to Ennam-Aššur: Lend me 5 talents of washed, broken copper, and have Puzur-Šamaš reimburse you."" Ennam-Aššur lent 5 talents of washed, broken copper to Ikūn-pīya and Puzur-Šamaš should reimburse Ennam-Aššur. Puzur-Šamaš said: ""Within 15 days I shall personally pay you your 5 talents of copper."" Ennam-Aššur answered: ""What then if indeed on the 15th day your terms become exceeded at all?"" Ikūn-pīya answered: ""Let Puzur-Šamaš pay you your 5 talents of washed, broken copper. As for the interest, as much as the term is exceeded this copper is my obligation."" In 4 days the god will rise and it is the week of Adad-ṣulūlī ... month Kuzallu, eponymy Ṣilūlu. Ikūn-pīya continued saying to Ennam-Aššur: ""When you arrive at Purušhaddum, then you will personally receive your earnings from 1 or 2 minas of silver, and thus I shall do you a favour myself."" The Wahšušana colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Aššur-idī, by Elāli; Puzur-ilī son of Balzuenum was our (absent) partner. """
0225bc1b-0bca-4fdc-820e-691e96f08e25,um-ma i-tur4-DINGIR-ma a-na en-um-a-sur u a-la-hi-im qi-bi-ma a-pu-tum a-pu-tum ra-ma-ku-nu za-ki-a-ma mi-ma URUDU a-na bu-ru-us-ha-dim la tu-se-ba-la a-ma-tum-ma a-ba-ti-iq u u-tu-ur di-na-ma KU.BABBAR le-qe-a-ma ti-ib-a-ni-ma a-tal-ka-nim a ma-la i pa-ni-tim a-na be-el KU.BABBAR u-sa-li-u-ma la im-gu5-ru-ni-ni u-ma-am im-ta-ag-ru-ni,"From Itūr-ilī to Ennam-Aššur and Ali-ahum: Urgent, urgent, clear yourselves and do not send any copper to Burušhaddum! Sell even the slave-girls for any price, take the silver and set out and come! As I previously pleaded with the financiers and they did not agree - today they have agreed!"
02351a98-b66c-42eb-90a7-11d834afe8e8,a-na sa-lim-a-sur qi-bi-ma um-ma i-di-a-bu-um i-tur4-DINGIR i-na-ah-DINGIR en-um-a-sur u a-la-hu-um-ma ta-as-pu-ra-am um-ma a-ta-ma <gap> ku-ta-nu a-ha-ma 92 (TUG)a-ba-ar-ni-u <gap> -a-sur qi-ip-tim <gap> <unk> <unk> <unk> ku-ta-ni <gap> bu-ra-e <gap> ta-as-pu-ra-ni <unk> <unk> <unk> ku <gap> -at-ma a-ta a-ma-kam <unk> <unk> <unk> nim <gap> mu-ur SU.NIGIN su-ba-ti-ka <unk> me-at <unk> TUG.HI-a i-SA 4 ku-si-a-tim 2 (TUG)bu-ra-e a-na 27.83333 ma-na 2 GIN AN.NA <unk> <unk> <unk> -nim ta-la-qe 1 me-at <unk> <unk> <unk> <unk> su-ba-tu <gap> lu ku-ta-nu <unk> <unk> 7 (TUG)a-ba-ar-ni-u <gap> (TUG)kam-su-tim dam-qu-tim 1 ku-ta-num u ku- <gap> -ar ir- <gap> i-na <gap> -a-sur <unk> <unk> <unk> 30 (TUG)ku-ta-ni SIG5 <gap> e-zi-ib 4 TUG <gap> -su 11 ma-na <unk> -6 GIN <gap> ri <unk> <unk> ta-ma <gap> 4 me-at 7 <gap> <unk> <unk> <unk> -tim <gap> 50 TUG a-na <gap> 7 TUG ni-is-ha-tum <gap> 20 <unk> a-na <gap> u 3 me-at 17 <gap> <gap> <unk> TUG sa li-we-tim <gap> (TUG)ku-ta-nu-ka <gap> kur-ub-ISTAR 5 <gap> <unk> <unk> <unk> <unk> <unk> ku-nu-ki <gap> <unk> <unk> <unk> ku-ta-nu i-na E <gap> <unk> <unk> <unk> -ka i-ba-si-u i-na <gap> sa a-na a-la-hi-im ta-di-nu <unk> ANSE i-n,"To Šalim-Aššur from Iddin-abum, Itūr-ilī, Inah-ilī, Ennam-Aššur and Ali-ahum: You have written us, saying: x, further, 92 Abarnian textiles, ..."" ... -Aššur ... of credit ... x ... -textiles that you wrote ... you must ... there; ... total of your textiles: x hundred textiles; thereof 4 robes, 2 -textiles you will receive for 27.83333 minas 2 shekels of tin ... 100 ... textiles ... either ... 7 Abarnian textiles ... fine -textiles ... 1 ... 30 fine -textiles ... apart from 4 textiles ...50 textiles for ... 7 textiles, the import duty, ... x textiles for the wrapping ... your -textiles ... Kurub-Ištar ... sealed ... in the house ... are available ... that you [gave] to Ali-ahum, x donkeys died during the journey, their ... he bought for 32 shekels of silver; 23 donkeys has ...-Aššur ... to Burušhaddum; ... 10 donkeys Ali-ahum left in support of your goods. 1 donkey ... bought. Of the 2 minas of silver that you gave for his disposal 32 shekels of silver he paid as the price of ... For the rest of your silver, ... x minas 2 shekels of his tin 600 nails ... I returned to you. 86 green ones ... of the wool ... 5 minas 8 shekels of tin ... 24 minas each. 1 talent of copper that your eye ... and 4 ... 20+x minas 5 shekels of tin under your seal ... that when they ... released, now, 4 talents 12 minas of theirs; 27! 0.83333 minas 2 shekels of tin he received for 4 robes and 2 -textiles, and your tin, 5 talents 57 minas 7 shekels - 4 talents ... Dadaya ... Qaqqadānum ... and 0.5 mina Aššur-... of 48 ... Uzuwa to Kanesh ... tin and textiles 10 ... 10.5 minas of tin ... to the son of Ikra... the rest of your tin: 30 ... in ..."""
025cc1cc-8958-4757-9bc3-99f5746846dc,a-na a-la-hi-im u a-sur-ma-lik qi-bi4-ma um-ma i-di-a-bu-um-ma as-pu-ra-ku-nu-ti is-ti be-lum-ba-ni um-ma a-na-ku-ma a-sur-be-el-SA.TU DUMU a-la-hi-im KU.BABBAR a-na a-lim(ki) a-na si-a-ma-tim i-di-nam ma-la ta-le-e-a-ni a-wa-tam bu-ut-qa-ma u ti-ir-ta-ak-nu li-li-kam-ma KU.BABBAR u-se-bi4-la-ku-nu-ti-ma su-uq-la-su-um a-hu-u-a a-tu-nu lu a-wa-tum ba-at-qa-at a-ni-tum la a-ni-tum ti-ir-ta-ak-nu li-li-kam-ma uz-ni pe-te-a a-hu-u-a a-tu-nu ih-da,"To Ali-ahum and Aššur-malik from Iddin-abum: I wrote to you with Bēlum-bāni, saying: Aššur-bēl-šadu'e son of Ali-ahum gave me silver for purchases in the City."" Settle the affair as well as you can and then send me word so I can send you silver and you can pay him. My dear brothers, send me word and inform me one way or the other whether the affair has been settled. My dear brothers, take care. """
02679472-38ae-4f0b-a3cb-c3ae24e6d239,<gap> xxxxxx a-ki-di-e ku-nu-ki-a 1 ANSE sa-la-ma-am sa-lim-be-li u a-sur-pi-la-ah na-as-u-ni-ku-nu-ti 15 GIN KU.BABBAR si-im ANSE a-ha-ma 6 GIN KU.BABBAR ku-ta-nam a-di-su-nu-ti KU.BABBAR 0.33333 ma-na 1 GIN pa-zu-ur-ti-su-nu sa-bu-u TUG ku-nu-ki-a li-im-nu-u-ni-ku-nu-ti-ma u TUG sa E a-la-hi-im e-zi-bu-ni a-na u-ku pi-iq-da-ma a-na dur4-hu-mi-it a-na se-ri-a lu-ub-lam 4 ma-na AN.NA ku-nu-ki-a u-ku na-as-a-ku-nu-ti a-ma-kam su-ma ANSE i-ha-sa-ah ANSE sa-ma-su-um u sa-hi-ir-tam sa-ma-su-um ANSE sa-la-ma-UM u u-nu-ut ANSE a-si-ni <unk> su u si-na pa-li-li sa sa-lim-be-li u a-sur-pi-la-ah i-ra-di-u-ni-ku-nu-ti-ni a-na u-ku di-na-ma TUG li-is-ri-dam xx na-ru-qa-tim u is-ri-im di-in <gap> <gap> a-na na-hu-ur tur4-da-ni-su <gap> na-ap-ri-si a-ma-kam <gap> <unk> lu-ub-lam a-ga-da-tim <gap> -na-as-a-kum,"... x Akkadian textiles under my seal, 1 black donkey, this Šalim-bēlī and Aššur-pilah bring to you (plural). I gave them 15 shekels of silver, the price of a donkey; further, 6 shekels of silver (and) a . They have been paid in silver 0.3333 mina 1 shekel for their smuggling. Let them count the textiles under my seal for you, and then entrust the textiles that I left in Ali-ahum's house to Uku and have him bring them to me in Durhumit. Uku brings you 4 minas of tin under my seal. If he wants a donkey there, buy him a donkey. Also, buy him small goods. Give Uku a black donkey plus the donkey's harness ... plus 2 that Šalim-bēlī and Aššur-pliah lead to you and have him pack the textiles. Give ... sacks ... send him to Nahur ... my chisel ... let him bring there ... he brings to you."
02d16b63-3fab-4c1d-8262-4cd74f6532f1,9 GIN AN.NA e-lu-hu-ut 10 GIN AN.NA u sal-sa-tim en-na-nu-um <unk> ma-na <gap>,9 shekels of tin: Eluhut;
02de3489-7e0e-40fb-878d-141b28b7d6ff,KISIB a-sur-i-mi-ti DUMU a-mur-lu-su KISIB a-bu-sa-lim DUMU a-sur-e-mu-qi a-na a-wa-tim a-ni-a-tim sa ili5-ba-ni DUMU a-mur-a-sur u a-hu-qar DUMU su-ISTAR GIR sa a-sur is-bu-tu-ni-ma a-sur-i-mi-ti DUMU a-mur-lu-su u a-bu-sa-lim DUMU a-sur-e-mu-qi pi-su-nu is-me-u-ni <unk> <unk> <unk> -ni <gap> a-sur <unk> <unk> <unk> <unk> <unk> tup-pu <gap> a-bi-ni,"Seal of Aššur-imittī son of Amur-luṣu, seal of Abu-šalim son of Aššur-emūqī. For these proceedings concerning Ilī-bāni son of Amur-Aššur and Ahu-waqar son of Šu-Ištar - they seized Aššur's dagger and Aššur-imittī son of Amur-luṣu and Abu-šalim son of Aššur-emūqī heard their statement. ..."
02df45ee-6d74-46fb-9870-3e546ce7d304,a-na PUZUR4-(d)IM la-di-a en-um-a-sur en-na-su-in a-sur-i-di i-ku-pi-a u li-la qi-bi-ma um-ma en-um-a-sur u a-la-hu-um-ma i-na 40 GU URUDU SIG5 sa i-di-a-sur um-me-a-ni e-pu-lu sa 22 GU URUDU SIG5 sa li-bi4 a-la-hi-im KU.BABBAR-ap-su a-na-kam ne-nu um-me-a-ni nu-ta-ib SA.BA sa 22 GU URUDU qa-ta-ti-su-nu i-li-a i-tur4-DINGIR u i-di-ku-bu-um KU.BABBAR-ap-su il5-qe-u si-ti URUDU 18 GU 6 ma-na URUDU i li-bi i-di-a-sur a-la-an a-nim mi-ma i li-bi-su u-la i-ba-si su-ma a-na qa-ta-ti-su-nu en-um-a-sur u i-ku-pi-a i-ma-si-u qa-ta-ti-su-nu li-il5-qe-u-ma si-bi su-uk-na-su-nu-ti be-lu-ni a-tu-nu u ti-ir-ta-ku-nu li-li-kam u be-lu KU.BABBAR ma-du-tum sa la il5-qe-u-ni a-hu-ru,"To Puzur-Adad, Ladiya, Ennam-Aššur, Enna-Suen, Aššur-idī, Ikūn-pīya and Lila from Ennam-Aššur and Ali-ahum: Of the 40 talents of good copper about which Iddin-Aššur reached an agreement with the investors, we have here satisfied in silver the investors for the 22 talents of good copper that was in Ali-ahum's possession. Thereof, for the 22 talents of copper, their shares, Iliya, Itūr-ilī and Iddin-Kūbum have received its value in silver. The rest of the copper, 18 talents 6 minas of copper, is in Iddin-Aššur's possession. Apart from this nothing is in his possession. If Ennam-Aššur and Ikūn-pīya take responsibility for their shares, they may receive their shares, but set witnesses for them. Our dear lords, also, send us word, for a great many creditors who have received nothing remain."
02f0ecc7-746b-449d-803c-c05ebbda2336,ka-ru-um di-nam i-di-in-ma sa-lim-a-sur tup-pu-su a si-bi-su ma-la KU.BABBAR a-na hu-bu-ul i-di-a-bi-im u-sa-qi-lu SU.NIGIN KU.BABBAR a-na me-er-e i-di-a-bi-im i-qa-bi um-ma su-ut-ma KU.BABBAR a-nim a-ha-a u-sa-qi-il5,"The colony has passed a verdict stating that Šalim-Aššur must mention to the sons of Iddin-abum his tablets for his witnesses to how much silver - all the silver - he has paid to cover Iddin-abum's debt. He is to say: This silver I paid in different places."""""
0309d067-0bb7-40f6-9d27-1dfb0c60e507,23.5 GU SIG.HI.A 66 mas-ku 10 ANSE sa-la-mu u u-nu-su-nu 25 TUG.HI.A mi-ma a-nim i sa-ni-tim se-pi-su-nu 10 GIN AN.NA 2 se-ni-in sa si-ni-is-tim 8 se-ni sa su-uh-ri-im 3 ma-ar-su e-ba-du-ni du-ug-li mi-ma a-nim a-na qa-ti-su-nu a-di-in e-zi-ib sa-he-er-tam sa i pa-ni-tim a qa-ti-su-nu a-di-nu-ni 19 GU 20 ma-na SIG.HI.A me-at 2 mas-ku i se-ep a-su-u-ma-an i-li-ik,"23.5 talents of wool, 66 fleeces, 10 black donkeys plus their harness, 25 textiles - all this in their second transport."
035670c1-3504-4084-a2e6-1ff68ade4c74,<gap> sa-lim-ar-di u su-nu-nu ap-qi-id IGI a-sur-i-di DUMU mu-mu-la-nim IGI a-sur-ta-ak-la-ku DUMU i-ku-nim DUMU sa-ma-a mi-ma a-nim a dur4-hu-mi-it <gap> <unk> <unk> <unk> sa ki-ma i-a-ti u-se-bi4-il5,"... I entrusted to Šalim-wardī and Šu-Nūnu. Witnessed by Aššur-idī son of Mu-mulānum, by Aššur-taklāku son of Ikūnum son of Samaya."
03826c8c-3727-4caf-b781-1cc5f6ab56e6,13 ma-na KU.BABBAR sa-ru-pa-am en-um-a-sur DUMU su-in-na-da 5.33333 ma-na KU.BABBAR sa-ru-pa-am su-in-na-da me-ra-su il5-qe-u i-na si-im <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> IGI a-sur-i-mi-ti IGI is-me-DINGIR IGI bi- <gap> DUMU ha-na-ni-a IGI DINGIR.SIPA DUMU sa-ak-si-im,"Ennam-Aššur son of Suen-nādā has received 13 minas of refined silver, and Suen-nādā his son has received 5.3333 minas of refined silver . Witnessed by Aššur-imittī, by Išme-ilum, by Bi... son of hannāniya, by Ilī-rē'ī son of Šakṣum."
03f9ecf0-9c9e-461a-821c-aa0cde9398d3,um-ma bu-bu-ra-num-ma a-na a-bi4-a u a-sur-DU10 qi-bi-ma a-na a-sur-DU10 qi-bi-ma is-tu na-ar-ma-ak-a-sur ba-di-a a-ma-kam wa-sa-ab-ma u a-ta ta-as-ta-pu su-ma a-hu-a a-tu-nu is-ti a-li-ki-im pa-nim-ma pi-iq-da-ni-su-ma a-na a-lim(ki) li-li-kam-ma da-a-su a-sa-qal su-ma a-la-kam la i-mu-a a-pu-tum la i-sa-li-ku-nu ka-si-a-su-ma se-ri-a-ni-su,"From Buburānum to Abiya and Aššur-ṭāb; specifically to Aššur-ṭāb: Badiya has lived there since the month Narmak-Aššur, and you just kept silent. If you are truly my brothers, then hand him over to the very first caravan and let him come to the City, and I shall pay his fees. If he refuses to come, then it is important that he does not cheat you. Bind him and have him brought."
